id,year,council_area,age_group,sex,number_assessed,percent_assessed
599,2014,Aberdeen City,25 to 29 yrs old,All,117,15.89674
600,2014,Aberdeen City,30 to 34 yrs old,All,175,23.77717
601,2014,Aberdeen City,35 to 39 yrs old,All,158,21.46739
602,2014,Aberdeen City,40 to 44 yrs old,All,126,17.11957
603,2014,Aberdeen City,45+ yrs old,All,85,11.54891
604,2014,Aberdeen City,Unknown,All,0,0
605,2015,Aberdeen City,Under 20yrs old,All,21,2.42775
606,2015,Aberdeen City,20 to 24 yrs old,All,74,8.55491
607,2015,Aberdeen City,25 to 29 yrs old,All,113,13.06358
608,2015,Aberdeen City,30 to 34 yrs old,All,222,25.66474
609,2015,Aberdeen City,35 to 39 yrs old,All,191,22.08092
610,2015,Aberdeen City,40 to 44 yrs old,All,142,16.41618
611,2015,Aberdeen City,45+ yrs old,All,102,11.79191
612,2015,Aberdeen City,Unknown,All,0,0
613,2016,Aberdeen City,Under 20yrs old,All,21,3.10192
614,2016,Aberdeen City,20 to 24 yrs old,All,38,5.613
615,2016,Aberdeen City,25 to 29 yrs old,All,93,13.73708
616,2016,Aberdeen City,30 to 34 yrs old,All,139,20.53176
617,2016,Aberdeen City,35 to 39 yrs old,All,148,21.86115
618,2016,Aberdeen City,40 to 44 yrs old,All,134,19.79321
619,2016,Aberdeen City,45+ yrs old,All,104,15.36189
620,2016,Aberdeen City,Unknown,All,0,0
621,2017,Aberdeen City,Under 20yrs old,All,38,5.20548
622,2017,Aberdeen City,20 to 24 yrs old,All,63,8.63014
623,2017,Aberdeen City,25 to 29 yrs old,All,106,14.52055
624,2017,Aberdeen City,30 to 34 yrs old,All,129,17.67123
625,2017,Aberdeen City,35 to 39 yrs old,All,159,21.78082
626,2017,Aberdeen City,40 to 44 yrs old,All,96,13.15068
627,2017,Aberdeen City,45+ yrs old,All,139,19.0411
628,2017,Aberdeen City,Unknown,All,0,0
629,2019,Aberdeen City,Under 20yrs old,All,17,2.72436
630,2019,Aberdeen City,20 to 24 yrs old,All,43,6.89103
631,2019,Aberdeen City,25 to 29 yrs old,All,73,11.69872
632,2019,Aberdeen City,30 to 34 yrs old,All,116,18.58974
633,2019,Aberdeen City,35 to 39 yrs old,All,142,22.75641
634,2019,Aberdeen City,40 to 44 yrs old,All,113,18.10897
635,2019,Aberdeen City,45+ yrs old,All,118,18.91026
636,2019,Aberdeen City,Unknown,All,2,0.32051
637,2006,Aberdeenshire,Under 20yrs old,All,23,6.49718
638,2006,Aberdeenshire,20 to 24 yrs old,All,72,20.33898
639,2006,Aberdeenshire,25 to 29 yrs old,All,105,29.66102
640,2006,Aberdeenshire,30 to 34 yrs old,All,93,26.27119
641,2006,Aberdeenshire,35 to 39 yrs old,All,34,9.60452
642,2006,Aberdeenshire,40 to 44 yrs old,All,11,3.10734
643,2006,Aberdeenshire,45+ yrs old,All,16,4.51977
644,2006,Aberdeenshire,Unknown,All,0,0
645,2007,Aberdeenshire,Under 20yrs old,All,16,5.28053
646,2007,Aberdeenshire,20 to 24 yrs old,All,57,18.81188
647,2007,Aberdeenshire,25 to 29 yrs old,All,102,33.66337
648,2007,Aberdeenshire,30 to 34 yrs old,All,73,24.09241
649,2007,Aberdeenshire,35 to 39 yrs old,All,22,7.26073
650,2007,Aberdeenshire,40 to 44 yrs old,All,18,5.94059
651,2007,Aberdeenshire,45+ yrs old,All,15,4.9505
652,2007,Aberdeenshire,Unknown,All,0,0
653,2008,Aberdeenshire,Under 20yrs old,All,13,4.39189
654,2008,Aberdeenshire,20 to 24 yrs old,All,41,13.85135
655,2008,Aberdeenshire,25 to 29 yrs old,All,87,29.39189
656,2008,Aberdeenshire,30 to 34 yrs old,All,92,31.08108
657,2008,Aberdeenshire,35 to 39 yrs old,All,36,12.16216
658,2008,Aberdeenshire,40 to 44 yrs old,All,18,6.08108
659,2008,Aberdeenshire,45+ yrs old,All,9,3.04054
660,2008,Aberdeenshire,Unknown,All,0,0
661,2009,Aberdeenshire,Under 20yrs old,All,14,4.947
662,2009,Aberdeenshire,20 to 24 yrs old,All,47,16.60777
663,2009,Aberdeenshire,25 to 29 yrs old,All,72,25.4417
664,2009,Aberdeenshire,30 to 34 yrs old,All,76,26.85512
665,2009,Aberdeenshire,35 to 39 yrs old,All,47,16.60777
666,2009,Aberdeenshire,40 to 44 yrs old,All,19,6.71378
667,2009,Aberdeenshire,45+ yrs old,All,8,2.82686
668,2009,Aberdeenshire,Unknown,All,0,0
669,2010,Aberdeenshire,Under 20yrs old,All,24,6.45161
670,2010,Aberdeenshire,20 to 24 yrs old,All,52,13.97849
671,2010,Aberdeenshire,25 to 29 yrs old,All,88,23.65591
672,2010,Aberdeenshire,30 to 34 yrs old,All,108,29.03226
673,2010,Aberdeenshire,35 to 39 yrs old,All,62,16.66667
674,2010,Aberdeenshire,40 to 44 yrs old,All,20,5.37634
675,2010,Aberdeenshire,45+ yrs old,All,18,4.83871
676,2010,Aberdeenshire,Unknown,All,0,0
677,2011,Aberdeenshire,Under 20yrs old,All,32,8.02005
678,2011,Aberdeenshire,20 to 24 yrs old,All,46,11.52882
679,2011,Aberdeenshire,25 to 29 yrs old,All,75,18.79699
680,2011,Aberdeenshire,30 to 34 yrs old,All,121,30.32581
681,2011,Aberdeenshire,35 to 39 yrs old,All,72,18.04511
682,2011,Aberdeenshire,40 to 44 yrs old,All,42,10.52632
683,2011,Aberdeenshire,45+ yrs old,All,11,2.75689
684,2011,Aberdeenshire,Unknown,All,0,0
685,2012,Aberdeenshire,Under 20yrs old,All,19,5.50725
686,2012,Aberdeenshire,20 to 24 yrs old,All,55,15.94203
687,2012,Aberdeenshire,25 to 29 yrs old,All,61,17.68116
688,2012,Aberdeenshire,30 to 34 yrs old,All,87,25.21739
689,2012,Aberdeenshire,35 to 39 yrs old,All,62,17.97101
690,2012,Aberdeenshire,40 to 44 yrs old,All,35,10.14493
691,2012,Aberdeenshire,45+ yrs old,All,26,7.53623
692,2012,Aberdeenshire,Unknown,All,0,0
693,2013,Aberdeenshire,Under 20yrs old,All,17,5.18293
694,2013,Aberdeenshire,20 to 24 yrs old,All,45,13.71951
695,2013,Aberdeenshire,25 to 29 yrs old,All,75,22.86585
696,2013,Aberdeenshire,30 to 34 yrs old,All,80,24.39024
697,2013,Aberdeenshire,35 to 39 yrs old,All,66,20.12195
698,2013,Aberdeenshire,40 to 44 yrs old,All,28,8.53659
699,2013,Aberdeenshire,45+ yrs old,All,17,5.18293
700,2013,Aberdeenshire,Unknown,All,0,0
701,2014,Aberdeenshire,Under 20yrs old,All,21,6.06936
702,2014,Aberdeenshire,20 to 24 yrs old,All,47,13.58382
703,2014,Aberdeenshire,25 to 29 yrs old,All,56,16.18497
704,2014,Aberdeenshire,30 to 34 yrs old,All,92,26.5896
705,2014,Aberdeenshire,35 to 39 yrs old,All,69,19.9422
706,2014,Aberdeenshire,40 to 44 yrs old,All,38,10.98266
707,2014,Aberdeenshire,45+ yrs old,All,23,6.6474
708,2014,Aberdeenshire,Unknown,All,0,0
709,2015,Aberdeenshire,Under 20yrs old,All,16,4.89297
710,2015,Aberdeenshire,20 to 24 yrs old,All,37,11.31498
711,2015,Aberdeenshire,25 to 29 yrs old,All,52,15.90214
712,2015,Aberdeenshire,30 to 34 yrs old,All,65,19.87768
713,2015,Aberdeenshire,35 to 39 yrs old,All,75,22.93578
714,2015,Aberdeenshire,40 to 44 yrs old,All,50,15.29052
715,2015,Aberdeenshire,45+ yrs old,All,32,9.78593
716,2015,Aberdeenshire,Unknown,All,0,0
717,2016,Aberdeenshire,Under 20yrs old,All,25,4.37063
718,2016,Aberdeenshire,20 to 24 yrs old,All,59,10.31469
719,2016,Aberdeenshire,25 to 29 yrs old,All,106,18.53147
720,2016,Aberdeenshire,30 to 34 yrs old,All,109,19.05594
721,2016,Aberdeenshire,35 to 39 yrs old,All,125,21.85315
722,2016,Aberdeenshire,40 to 44 yrs old,All,77,13.46154
723,2016,Aberdeenshire,45+ yrs old,All,71,12.41259
724,2016,Aberdeenshire,Unknown,All,0,0
725,2017,Aberdeenshire,Under 20yrs old,All,33,6.79012
726,2017,Aberdeenshire,20 to 24 yrs old,All,59,12.13992
727,2017,Aberdeenshire,25 to 29 yrs old,All,75,15.4321
728,2017,Aberdeenshire,30 to 34 yrs old,All,89,18.31276
729,2017,Aberdeenshire,35 to 39 yrs old,All,109,22.42798
730,2017,Aberdeenshire,40 to 44 yrs old,All,55,11.31687
731,2017,Aberdeenshire,45+ yrs old,All,65,13.37449
732,2017,Aberdeenshire,Unknown,All,1,0.20576
733,2019,Aberdeenshire,Under 20yrs old,All,18,3.30275
734,2019,Aberdeenshire,20 to 24 yrs old,All,75,13.76147
735,2019,Aberdeenshire,25 to 29 yrs old,All,88,16.14679
736,2019,Aberdeenshire,30 to 34 yrs old,All,102,18.7156
737,2019,Aberdeenshire,35 to 39 yrs old,All,122,22.38532
738,2019,Aberdeenshire,40 to 44 yrs old,All,75,13.76147
739,2019,Aberdeenshire,45+ yrs old,All,64,11.74312
740,2019,Aberdeenshire,Unknown,All,1,0.18349
741,2006,Angus,Under 20yrs old,All,22,12.42938
742,2006,Angus,20 to 24 yrs old,All,45,25.42373
743,2006,Angus,25 to 29 yrs old,All,49,27.68362
744,2006,Angus,30 to 34 yrs old,All,23,12.99435
745,2006,Angus,35 to 39 yrs old,All,25,14.12429
746,2006,Angus,40 to 44 yrs old,All,7,3.9548
747,2006,Angus,45+ yrs old,All,6,3.38983
748,2006,Angus,Unknown,All,0,0
749,2007,Angus,Under 20yrs old,All,35,11.04101
750,2007,Angus,20 to 24 yrs old,All,79,24.92114
751,2007,Angus,25 to 29 yrs old,All,64,20.18927
752,2007,Angus,30 to 34 yrs old,All,56,17.66562
753,2007,Angus,35 to 39 yrs old,All,46,14.51104
754,2007,Angus,40 to 44 yrs old,All,16,5.04732
755,2007,Angus,45+ yrs old,All,21,6.62461
756,2007,Angus,Unknown,All,0,0
757,2008,Angus,Under 20yrs old,All,31,11.74242
758,2008,Angus,20 to 24 yrs old,All,64,24.24242
759,2008,Angus,25 to 29 yrs old,All,69,26.13636
760,2008,Angus,30 to 34 yrs old,All,45,17.04545
761,2008,Angus,35 to 39 yrs old,All,28,10.60606
762,2008,Angus,40 to 44 yrs old,All,13,4.92424
763,2008,Angus,45+ yrs old,All,14,5.30303
764,2008,Angus,Unknown,All,0,0
765,2009,Angus,Under 20yrs old,All,30,18.40491
766,2009,Angus,20 to 24 yrs old,All,31,19.0184
767,2009,Angus,25 to 29 yrs old,All,36,22.08589
768,2009,Angus,30 to 34 yrs old,All,26,15.95092
769,2009,Angus,35 to 39 yrs old,All,19,11.65644
770,2009,Angus,40 to 44 yrs old,All,10,6.13497
771,2009,Angus,45+ yrs old,All,11,6.74847
772,2009,Angus,Unknown,All,0,0
773,2010,Angus,Under 20yrs old,All,20,13.88889
774,2010,Angus,20 to 24 yrs old,All,25,17.36111
775,2010,Angus,25 to 29 yrs old,All,40,27.77778
776,2010,Angus,30 to 34 yrs old,All,33,22.91667
777,2010,Angus,35 to 39 yrs old,All,6,4.16667
778,2010,Angus,40 to 44 yrs old,All,11,7.63889
779,2010,Angus,45+ yrs old,All,9,6.25
780,2010,Angus,Unknown,All,0,0
781,2011,Angus,Under 20yrs old,All,15,10.41667
782,2011,Angus,20 to 24 yrs old,All,21,14.58333
783,2011,Angus,25 to 29 yrs old,All,39,27.08333
784,2011,Angus,30 to 34 yrs old,All,28,19.44444
785,2011,Angus,35 to 39 yrs old,All,19,13.19444
786,2011,Angus,40 to 44 yrs old,All,12,8.33333
787,2011,Angus,45+ yrs old,All,10,6.94444
788,2011,Angus,Unknown,All,0,0
789,2012,Angus,Under 20yrs old,All,20,10.52632
790,2012,Angus,20 to 24 yrs old,All,23,12.10526
791,2012,Angus,25 to 29 yrs old,All,33,17.36842
792,2012,Angus,30 to 34 yrs old,All,41,21.57895
793,2012,Angus,35 to 39 yrs old,All,37,19.47368
794,2012,Angus,40 to 44 yrs old,All,24,12.63158
795,2012,Angus,45+ yrs old,All,12,6.31579
796,2012,Angus,Unknown,All,0,0
797,2013,Angus,Under 20yrs old,All,NA,NA
798,2013,Angus,20 to 24 yrs old,All,NA,NA
799,2013,Angus,25 to 29 yrs old,All,NA,NA
800,2013,Angus,30 to 34 yrs old,All,NA,NA
801,2013,Angus,35 to 39 yrs old,All,NA,NA
802,2013,Angus,40 to 44 yrs old,All,NA,NA
803,2013,Angus,45+ yrs old,All,NA,NA
804,2013,Angus,Unknown,All,NA,NA
805,2014,Angus,Under 20yrs old,All,22,11.39896
806,2014,Angus,20 to 24 yrs old,All,19,9.84456
807,2014,Angus,25 to 29 yrs old,All,40,20.72539
808,2014,Angus,30 to 34 yrs old,All,41,21.24352
809,2014,Angus,35 to 39 yrs old,All,32,16.58031
810,2014,Angus,40 to 44 yrs old,All,25,12.95337
811,2014,Angus,45+ yrs old,All,14,7.25389
812,2014,Angus,Unknown,All,0,0
813,2015,Angus,Under 20yrs old,All,23,12.5
814,2015,Angus,20 to 24 yrs old,All,26,14.13043
815,2015,Angus,25 to 29 yrs old,All,26,14.13043
816,2015,Angus,30 to 34 yrs old,All,46,25
817,2015,Angus,35 to 39 yrs old,All,27,14.67391
818,2015,Angus,40 to 44 yrs old,All,22,11.95652
819,2015,Angus,45+ yrs old,All,14,7.6087
820,2015,Angus,Unknown,All,0,0
821,2016,Angus,Under 20yrs old,All,14,10.85271
822,2016,Angus,20 to 24 yrs old,All,11,8.52713
823,2016,Angus,25 to 29 yrs old,All,18,13.95349
824,2016,Angus,30 to 34 yrs old,All,32,24.8062
825,2016,Angus,35 to 39 yrs old,All,24,18.60465
826,2016,Angus,40 to 44 yrs old,All,12,9.30233
827,2016,Angus,45+ yrs old,All,18,13.95349
828,2016,Angus,Unknown,All,0,0
829,2017,Angus,Under 20yrs old,All,6,7.79221
830,2017,Angus,20 to 24 yrs old,All,8,10.38961
831,2017,Angus,25 to 29 yrs old,All,14,18.18182
832,2017,Angus,30 to 34 yrs old,All,13,16.88312
833,2017,Angus,35 to 39 yrs old,All,20,25.97403
834,2017,Angus,40 to 44 yrs old,All,9,11.68831
835,2017,Angus,45+ yrs old,All,7,9.09091
836,2017,Angus,Unknown,All,0,0
837,2019,Angus,Under 20yrs old,All,7,9.85915
838,2019,Angus,20 to 24 yrs old,All,8,11.26761
839,2019,Angus,25 to 29 yrs old,All,14,19.71831
840,2019,Angus,30 to 34 yrs old,All,16,22.53521
841,2019,Angus,35 to 39 yrs old,All,8,11.26761
842,2019,Angus,40 to 44 yrs old,All,8,11.26761
843,2019,Angus,45+ yrs old,All,10,14.08451
844,2019,Angus,Unknown,All,0,0
845,2006,Argyll and Bute,Under 20yrs old,All,6,4.05405
846,2006,Argyll and Bute,20 to 24 yrs old,All,37,25
847,2006,Argyll and Bute,25 to 29 yrs old,All,37,25
848,2006,Argyll and Bute,30 to 34 yrs old,All,22,14.86486
849,2006,Argyll and Bute,35 to 39 yrs old,All,23,15.54054
850,2006,Argyll and Bute,40 to 44 yrs old,All,8,5.40541
851,2006,Argyll and Bute,45+ yrs old,All,15,10.13514
852,2006,Argyll and Bute,Unknown,All,0,0
853,2007,Argyll and Bute,Under 20yrs old,All,10,6.28931
854,2007,Argyll and Bute,20 to 24 yrs old,All,37,23.27044
855,2007,Argyll and Bute,25 to 29 yrs old,All,38,23.89937
856,2007,Argyll and Bute,30 to 34 yrs old,All,27,16.98113
857,2007,Argyll and Bute,35 to 39 yrs old,All,22,13.83648
858,2007,Argyll and Bute,40 to 44 yrs old,All,11,6.91824
859,2007,Argyll and Bute,45+ yrs old,All,14,8.80503
860,2007,Argyll and Bute,Unknown,All,0,0
861,2008,Argyll and Bute,Under 20yrs old,All,12,7.59494
862,2008,Argyll and Bute,20 to 24 yrs old,All,23,14.55696
863,2008,Argyll and Bute,25 to 29 yrs old,All,43,27.21519
864,2008,Argyll and Bute,30 to 34 yrs old,All,29,18.35443
865,2008,Argyll and Bute,35 to 39 yrs old,All,21,13.29114
866,2008,Argyll and Bute,40 to 44 yrs old,All,13,8.22785
867,2008,Argyll and Bute,45+ yrs old,All,17,10.75949
868,2008,Argyll and Bute,Unknown,All,0,0
869,2009,Argyll and Bute,Under 20yrs old,All,6,4.44444
870,2009,Argyll and Bute,20 to 24 yrs old,All,26,19.25926
871,2009,Argyll and Bute,25 to 29 yrs old,All,39,28.88889
872,2009,Argyll and Bute,30 to 34 yrs old,All,27,20
873,2009,Argyll and Bute,35 to 39 yrs old,All,12,8.88889
874,2009,Argyll and Bute,40 to 44 yrs old,All,11,8.14815
875,2009,Argyll and Bute,45+ yrs old,All,14,10.37037
876,2009,Argyll and Bute,Unknown,All,0,0
877,2010,Argyll and Bute,Under 20yrs old,All,NA,NA
878,2010,Argyll and Bute,20 to 24 yrs old,All,NA,NA
879,2010,Argyll and Bute,25 to 29 yrs old,All,25,28.40909
880,2010,Argyll and Bute,30 to 34 yrs old,All,14,15.90909
881,2010,Argyll and Bute,35 to 39 yrs old,All,12,13.63636
882,2010,Argyll and Bute,40 to 44 yrs old,All,5,5.68182
883,2010,Argyll and Bute,45+ yrs old,All,13,14.77273
884,2010,Argyll and Bute,Unknown,All,0,0
885,2011,Argyll and Bute,Under 20yrs old,All,6,7.69231
886,2011,Argyll and Bute,20 to 24 yrs old,All,18,23.07692
887,2011,Argyll and Bute,25 to 29 yrs old,All,14,17.94872
888,2011,Argyll and Bute,30 to 34 yrs old,All,13,16.66667
889,2011,Argyll and Bute,35 to 39 yrs old,All,11,14.10256
890,2011,Argyll and Bute,40 to 44 yrs old,All,7,8.97436
891,2011,Argyll and Bute,45+ yrs old,All,9,11.53846
892,2011,Argyll and Bute,Unknown,All,0,0
893,2012,Argyll and Bute,Under 20yrs old,All,6,10.90909
894,2012,Argyll and Bute,20 to 24 yrs old,All,15,27.27273
895,2012,Argyll and Bute,25 to 29 yrs old,All,11,20
896,2012,Argyll and Bute,30 to 34 yrs old,All,9,16.36364
897,2012,Argyll and Bute,35 to 39 yrs old,All,NA,NA
898,2012,Argyll and Bute,40 to 44 yrs old,All,6,10.90909
899,2012,Argyll and Bute,45+ yrs old,All,NA,NA
900,2012,Argyll and Bute,Unknown,All,0,0
901,2013,Argyll and Bute,Under 20yrs old,All,6,7.59494
902,2013,Argyll and Bute,20 to 24 yrs old,All,11,13.92405
903,2013,Argyll and Bute,25 to 29 yrs old,All,15,18.98734
904,2013,Argyll and Bute,30 to 34 yrs old,All,20,25.31646
905,2013,Argyll and Bute,35 to 39 yrs old,All,10,12.65823
906,2013,Argyll and Bute,40 to 44 yrs old,All,6,7.59494
907,2013,Argyll and Bute,45+ yrs old,All,11,13.92405
908,2013,Argyll and Bute,Unknown,All,0,0
909,2014,Argyll and Bute,Under 20yrs old,All,8,10.81081
910,2014,Argyll and Bute,20 to 24 yrs old,All,8,10.81081
911,2014,Argyll and Bute,25 to 29 yrs old,All,14,18.91892
912,2014,Argyll and Bute,30 to 34 yrs old,All,12,16.21622
913,2014,Argyll and Bute,35 to 39 yrs old,All,11,14.86486
914,2014,Argyll and Bute,40 to 44 yrs old,All,8,10.81081
915,2014,Argyll and Bute,45+ yrs old,All,12,16.21622
916,2014,Argyll and Bute,Unknown,All,1,1.35135
917,2015,Argyll and Bute,Under 20yrs old,All,NA,NA
918,2015,Argyll and Bute,20 to 24 yrs old,All,NA,NA
919,2015,Argyll and Bute,25 to 29 yrs old,All,9,16.98113
920,2015,Argyll and Bute,30 to 34 yrs old,All,13,24.5283
921,2015,Argyll and Bute,35 to 39 yrs old,All,9,16.98113
922,2015,Argyll and Bute,40 to 44 yrs old,All,NA,NA
923,2015,Argyll and Bute,45+ yrs old,All,NA,NA
924,2015,Argyll and Bute,Unknown,All,0,0
925,2016,Argyll and Bute,Under 20yrs old,All,NA,NA
926,2016,Argyll and Bute,20 to 24 yrs old,All,NA,NA
927,2016,Argyll and Bute,25 to 29 yrs old,All,12,21.42857
928,2016,Argyll and Bute,30 to 34 yrs old,All,5,8.92857
929,2016,Argyll and Bute,35 to 39 yrs old,All,9,16.07143
930,2016,Argyll and Bute,40 to 44 yrs old,All,7,12.5
931,2016,Argyll and Bute,45+ yrs old,All,7,12.5
932,2016,Argyll and Bute,Unknown,All,0,0
933,2017,Argyll and Bute,Under 20yrs old,All,NA,NA
934,2017,Argyll and Bute,20 to 24 yrs old,All,NA,NA
935,2017,Argyll and Bute,25 to 29 yrs old,All,6,8.10811
936,2017,Argyll and Bute,30 to 34 yrs old,All,12,16.21622
937,2017,Argyll and Bute,35 to 39 yrs old,All,17,22.97297
938,2017,Argyll and Bute,40 to 44 yrs old,All,8,10.81081
939,2017,Argyll and Bute,45+ yrs old,All,18,24.32432
940,2017,Argyll and Bute,Unknown,All,0,0
941,2019,Argyll and Bute,Under 20yrs old,All,NA,NA
942,2019,Argyll and Bute,20 to 24 yrs old,All,NA,NA
943,2019,Argyll and Bute,25 to 29 yrs old,All,9,20.45455
944,2019,Argyll and Bute,30 to 34 yrs old,All,7,15.90909
945,2019,Argyll and Bute,35 to 39 yrs old,All,6,13.63636
946,2019,Argyll and Bute,40 to 44 yrs old,All,8,18.18182
947,2019,Argyll and Bute,45+ yrs old,All,5,11.36364
948,2019,Argyll and Bute,Unknown,All,0,0
949,2006,East Ayrshire,Under 20yrs old,All,12,2.57511
950,2006,East Ayrshire,20 to 24 yrs old,All,55,11.80258
951,2006,East Ayrshire,25 to 29 yrs old,All,96,20.60086
952,2006,East Ayrshire,30 to 34 yrs old,All,128,27.46781
953,2006,East Ayrshire,35 to 39 yrs old,All,85,18.24034
954,2006,East Ayrshire,40 to 44 yrs old,All,40,8.58369
955,2006,East Ayrshire,45+ yrs old,All,50,10.72961
956,2006,East Ayrshire,Unknown,All,0,0
957,2007,East Ayrshire,Under 20yrs old,All,13,3.37662
958,2007,East Ayrshire,20 to 24 yrs old,All,51,13.24675
959,2007,East Ayrshire,25 to 29 yrs old,All,88,22.85714
960,2007,East Ayrshire,30 to 34 yrs old,All,78,20.25974
961,2007,East Ayrshire,35 to 39 yrs old,All,76,19.74026
962,2007,East Ayrshire,40 to 44 yrs old,All,43,11.16883
963,2007,East Ayrshire,45+ yrs old,All,36,9.35065
964,2007,East Ayrshire,Unknown,All,0,0
965,2008,East Ayrshire,Under 20yrs old,All,13,2.80778
966,2008,East Ayrshire,20 to 24 yrs old,All,62,13.390930000000001
967,2008,East Ayrshire,25 to 29 yrs old,All,80,17.27862
968,2008,East Ayrshire,30 to 34 yrs old,All,97,20.95032
969,2008,East Ayrshire,35 to 39 yrs old,All,76,16.41469
970,2008,East Ayrshire,40 to 44 yrs old,All,62,13.390930000000001
971,2008,East Ayrshire,45+ yrs old,All,73,15.76674
972,2008,East Ayrshire,Unknown,All,0,0
973,2009,East Ayrshire,Under 20yrs old,All,8,1.72414
974,2009,East Ayrshire,20 to 24 yrs old,All,28,6.03448
975,2009,East Ayrshire,25 to 29 yrs old,All,89,19.18103
976,2009,East Ayrshire,30 to 34 yrs old,All,108,23.27586
977,2009,East Ayrshire,35 to 39 yrs old,All,110,23.7069
978,2009,East Ayrshire,40 to 44 yrs old,All,61,13.14655
979,2009,East Ayrshire,45+ yrs old,All,60,12.93103
980,2009,East Ayrshire,Unknown,All,0,0
981,2010,East Ayrshire,Under 20yrs old,All,11,2.407
982,2010,East Ayrshire,20 to 24 yrs old,All,43,9.40919
983,2010,East Ayrshire,25 to 29 yrs old,All,80,17.50547
984,2010,East Ayrshire,30 to 34 yrs old,All,106,23.19475
985,2010,East Ayrshire,35 to 39 yrs old,All,102,22.31947
986,2010,East Ayrshire,40 to 44 yrs old,All,62,13.56674
987,2010,East Ayrshire,45+ yrs old,All,53,11.59737
